order_id,order_amount,carbon_amount,order_time,is_anomalous
141,26187.0597450547,49.443628602542155,2025-05-21,False
142,28802.45811752847,48.56364262897313,2020-12-29,False
143,31606.526242893837,60.011368223181485,2022-02-04,False
144,25710.580847828885,41.609063538338056,2024-08-01,False
145,31250.016089258537,30.084441940627492,2023-08-02,False
146,16146.110619559626,52.330354616539886,2022-07-14,False
147,31041.28818463803,45.08666564548464,2022-12-27,False
148,26233.363549544265,54.05602789657081,2024-02-03,False
149,41297.606699112635,82.5969381452757,2021-08-20,True
150,19871.032075371295,40.90518812176097,2025-04-05,False
151,21866.129762205208,72.78625090679253,2023-04-27,False
152,22476.68312917596,47.245269922174444,2021-08-04,False
153,33346.91729773823,45.0169583933872,2025-04-27,False
154,24233.697233003473,50.631894982027084,2021-05-23,False
155,23318.44977274678,53.63988105200937,2022-01-23,False
156,26698.91511069615,53.08910511410489,2021-12-01,False
157,21788.837607780053,49.939526612449,2023-06-01,False
158,25555.441756524167,47.66452245509849,2024-06-22,False
159,27434.682786999638,54.71031608288395,2023-03-14,False
160,23593.41764636221,54.01777166968482,2024-08-02,False
161,54176.38840536172,88.74517016729318,2022-07-24,True
162,15436.607992671718,31.855014634814978,2024-05-19,False
163,16864.54806452873,61.372354468240914,2021-10-16,False
164,30006.20935998151,63.42651459366319,2021-03-11,False
165,33386.197964872285,50.575726208757544,2020-01-09,False
166,32650.928118982803,41.80745670519043,2022-12-15,False
167,29823.4918626966,52.39084056209524,2024-02-07,False
168,21965.75868803676,62.567025888222304,2021-12-07,False
169,26489.485877302366,47.02085259846099,2024-12-31,False
170,29226.40152303424,41.94294507949868,2021-03-14,False
171,23523.678295270838,59.22918758176065,2023-06-29,False
172,27597.183115958687,47.484731835507745,2024-12-15,False
173,26881.024998625944,61.85513184954816,2023-04-08,False
174,18266.071689422828,53.71047970477667,2024-08-31,False
175,40098.26571169021,39.38749496625963,2020-03-14,False
176,47811.747288802,85.06353854432562,2023-08-11,True
177,27294.500359730697,45.942095452929934,2025-02-06,False
178,35979.2358104429,54.786947641231286,2023-01-23,False
179,25621.635043142353,16.92612721423375,2023-12-25,False
180,23572.29187346388,61.46025211959834,2022-02-12,False
181,33267.20054412921,74.12702518623178,2022-05-23,False
182,32696.782613003466,42.95210893606455,2022-09-21,False
183,59314.2382091715,82.89008423619723,2021-05-28,True
184,26371.72387444346,38.15425972780552,2020-05-25,False
185,20429.883523406545,51.00246669722322,2025-06-15,False
186,19094.974957845276,53.830757520149135,2021-11-16,False
187,23736.828510028594,51.94159544121325,2021-10-13,False
188,36923.22489185936,45.50204385186164,2023-03-11,False
189,30374.12623506605,58.16091432608226,2020-09-02,False
190,16767.443066990294,49.407043041962844,2023-10-08,False
191,30669.236993453735,52.8575036282033,2024-05-27,False
192,25825.12631219356,48.804058463387015,2022-05-01,False
193,31117.898298796368,33.15044994254495,2021-03-13,False
194,24341.49873070045,59.1297696373218,2022-02-18,False
195,27697.87227224585,61.99987611347748,2020-01-02,False
196,46986.00206072736,102.57607323352977,2022-12-08,True
197,27082.61772357586,42.10940076536972,2020-10-14,False
198,29661.48693782399,52.83488934754152,2025-05-04,False
199,21362.675967728603,42.5061988936574,2021-08-19,False
200,26216.603457096142,54.578856380717994,2020-11-18,False
201,26122.100191911253,61.30510868463719,2022-04-27,False
202,28678.27571820684,35.53262942360273,2020-01-09,False
203,25372.033359630736,49.00952742999991,2023-03-05,False
204,14464.939491458716,42.41847011761458,2023-08-18,False
205,23591.55839605435,58.887174547644065,2023-02-19,False
206,20147.60728234522,53.27049256386235,2025-06-08,False
207,27025.544247110534,56.93291452608798,2020-11-07,False
208,27549.656206783977,49.96028746846599,2023-11-19,False
209,20897.61312174514,29.4653141717051,2023-12-29,False
210,24442.760920609075,69.10832911726175,2024-02-08,False
211,17974.180700301087,42.54714834173744,2020-03-13,False
212,22627.84472795416,54.69303587973493,2020-05-18,False
213,31333.02688639053,48.86505715006681,2022-03-08,False
214,21848.951069315888,51.40047601251245,2021-04-23,False
215,25754.04384312511,67.5631668330212,2022-06-08,False
216,26328.696129842832,36.42086102339081,2022-11-10,False
217,45551.876083116134,109.16655933336013,2025-01-08,True
218,21261.95610223462,57.25219716755055,2021-01-26,False
219,25637.71824734795,73.96397816829031,2022-10-10,False
220,40046.032882483254,50.34829265874491,2024-09-01,False
221,24073.616370647138,42.101303641954026,2024-09-05,False
222,21260.452598703785,43.389834867457566,2022-05-13,False
223,22181.807677665205,51.314831834327514,2024-08-31,False
224,23488.937685495417,45.19239517045531,2022-02-21,False
225,26136.629534115953,66.15706069938429,2020-12-25,False
226,29276.376318265273,57.194688162292636,2020-12-24,False
227,23634.23876740049,39.58792961956951,2023-11-19,False
228,25224.790982400733,36.581009534987054,2024-07-15,False
229,30814.512862720698,52.93174066796402,2020-02-06,False
230,17158.367721036746,45.07045046507918,2025-02-17,False
231,21927.88237776079,55.258370839168634,2022-03-09,False
232,59790.41465594618,103.50358611038058,2025-02-03,True
233,53914.040712915834,86.10778431129786,2024-09-03,True
234,25659.088662983595,50.83657236152951,2024-08-07,False
235,26019.416832072144,59.15173218047715,2023-12-02,False
236,22747.677500635727,63.55951676320733,2024-09-30,False
237,24570.30263751585,50.20435061800129,2020-05-07,False
238,35038.908589065104,53.03930479953787,2022-02-05,False
239,18303.648422573497,42.1613599150747,2021-01-28,False
240,26805.009730885507,37.238687366135224,2023-06-07,False
241,23191.859453137273,50.53550559183377,2023-08-01,False
242,26732.635091565004,59.09561218519293,2024-07-04,False
243,49663.79925434325,95.3790109715374,2022-05-23,True
244,23112.88299434835,53.38101726849848,2024-12-10,False
245,21885.28130675793,43.723078901697,2024-04-14,False
246,21131.800775309348,42.78001127481865,2022-02-12,False
247,34463.26854168557,73.95583861134628,2022-12-06,False
248,23365.263493953484,41.0716767891817,2022-02-21,False
249,17504.65964391308,64.5026166009799,2024-07-19,False
250,25622.187989534723,47.46884865839618,2020-01-01,False
251,27955.45265662611,44.798075016315806,2024-05-24,False
252,25182.5311119276,71.42335642656741,2024-08-09,False
253,23193.323066542274,54.57971805482556,2024-07-26,False
254,24792.544477113104,36.586356785527926,2020-11-12,False
255,20207.75309372596,40.67739865026793,2024-04-17,False
256,25341.85450457519,73.08289162010654,2024-11-10,False
257,32009.64126551366,62.460091637692734,2020-06-24,False
258,13392.573289612108,51.81679827121158,2022-11-04,False
259,26276.640858725223,44.20951125312345,2022-01-26,False
260,24128.18581793733,50.04138283693697,2021-04-23,False
261,18902.710514274208,57.68551086115624,2022-03-23,False
262,17655.35331691769,68.23595160367294,2020-06-12,False
263,23356.566165250548,52.12808283821859,2020-03-20,False
264,30023.46443367499,37.862774918194184,2022-08-12,False
265,22386.082635015402,49.4321936431498,2022-04-26,False
266,22960.50537728176,53.48911768472691,2023-08-19,False
267,24259.671918650587,51.21065895088729,2024-08-16,False
268,22522.58159450346,32.92454429362026,2021-02-06,False
269,26732.359610610198,36.26013596001236,2024-01-19,False
270,26839.097842219326,42.11585705713492,2024-05-18,False
271,18221.832574935586,72.30457330183336,2021-11-02,False
272,32956.54405592337,43.846601718861265,2021-08-01,False
273,23731.069621254162,63.99844511254753,2020-06-17,False
274,20323.20634926822,42.886431923590656,2021-03-27,False
275,19140.49365183593,35.369871229546355,2024-08-15,False
276,21958.832538458253,41.7434729310869,2024-12-16,False
277,23882.608385991472,41.560133670958,2023-09-09,False
278,19226.907162311367,53.7044970554762,2022-07-21,False
279,18363.594148930777,44.964343040546865,2021-08-02,False
280,20615.31467149626,51.46140420755811,2025-03-01,False
281,50717.05165137478,87.1172400092916,2022-02-08,True
282,25762.84624370467,39.346597700806164,2023-04-24,False
283,47789.34477983921,118.88191910918314,2025-06-22,True
284,25059.63857823911,43.739174431055716,2022-10-17,False
285,27454.24755399292,47.901270989516966,2022-08-25,False
286,41464.48974156491,81.39972825559185,2024-12-07,True
287,22031.35403157129,51.50488614330105,2020-06-15,False
288,31320.431980616995,45.07823061630533,2022-03-18,False
289,28942.411180713832,40.13136006523653,2024-11-13,False
290,26436.482863745434,46.122508548948844,2022-09-18,False
291,27965.526996788696,34.369698881205466,2025-02-19,False
292,42759.252565026596,85.62301934060437,2020-07-14,True
293,25853.68555310348,61.58110683636849,2022-10-16,False
294,21310.72435179799,58.20498934626562,2023-09-21,False
295,26979.490534716842,37.02596199534078,2020-10-03,False
296,26995.023796219262,33.307711920598905,2022-06-06,False
297,24276.235404836534,62.34484830492946,2024-01-24,False
298,18632.92209074873,50.33341433103895,2023-01-02,False
299,23424.15022578408,48.47726959743173,2020-05-05,False
300,30056.841285950897,49.72979562985854,2023-08-31,False
301,29692.05711936646,54.77273291230834,2020-03-18,False
302,24365.35399964264,59.290760208771715,2023-09-10,False
303,28047.5494810622,46.05183660427863,2024-04-26,False
304,35851.27431488162,39.05286887759162,2023-10-06,False
305,26699.426548759406,46.2220532005368,2022-01-30,False
306,37375.32319584652,39.313228773657585,2022-11-03,False
307,21064.267022350483,71.17393822238884,2024-01-29,False
308,32908.77078788741,52.314929160594595,2024-07-10,False
309,16449.12449304103,53.93705233989624,2022-10-06,False
310,29097.239457999225,54.78988196485094,2025-05-16,False
311,56380.28621399416,105.38385959703083,2024-11-26,True
312,59969.6852583804,82.01580271155876,2022-02-25,True
313,18774.247120199572,55.17918933571501,2021-01-04,False
314,25784.8431352438,47.02929417030158,2020-11-06,False
315,21005.742279913517,49.651302622319484,2020-09-10,False
316,27539.29679233398,36.76339547576015,2023-03-26,False
317,22093.04989360005,38.26826980019167,2025-04-06,False
318,17664.830242806405,52.48218675113524,2021-05-05,False
319,21663.07972819936,60.18881455711119,2022-02-22,False
320,56272.75814196063,90.68450519903016,2024-06-15,True
321,28774.661999047406,57.9389010547664,2024-07-21,False
322,20584.724391958203,42.96938203991794,2023-12-16,False
323,32949.47797405347,37.45665124737742,2023-05-25,False
324,31330.271170585496,45.61324702734204,2024-01-29,False
325,28168.48573731639,39.02328116992544,2021-04-30,False
326,23786.924071034126,32.971241096905636,2022-12-30,False
327,31581.724187597596,41.8103678321875,2020-12-19,False
328,22273.631372093907,66.04270617890282,2022-10-30,False
329,20269.799908742236,61.870434497501776,2025-03-10,False
330,26215.751238333054,41.66498488154039,2021-04-16,False
331,29094.78878014029,37.11884598642018,2022-03-15,False
332,24623.263530481527,43.89919074772492,2024-07-31,False
333,28974.259177441436,39.65355740481532,2021-06-25,False
334,58442.284694160626,114.86370560309894,2021-03-28,True
335,25700.900155007963,54.94904482470038,2022-07-23,False
336,22342.942994307876,56.51603520743442,2024-02-12,False
337,27446.059123321505,48.78984968989469,2022-09-13,False
338,16645.59030122307,51.6733770225212,2023-06-17,False
339,27117.766980177355,56.280133899160035,2021-01-15,False
340,27281.66681233165,19.651767762100416,2023-04-26,False
341,34712.78794517696,55.03338661098336,2023-10-04,False
342,25068.896140584486,55.680781617989155,2023-11-02,False
343,27394.398714218223,49.85451167951395,2022-04-14,False
344,23354.778523788074,46.90735718990098,2022-03-27,False
345,21562.616867982375,53.44883064579554,2024-11-04,False
346,29615.48473531264,44.397349395587,2021-07-17,False
347,30085.107608008075,48.7489766836639,2021-07-12,False
348,27305.776003167077,61.29162177284944,2021-09-27,False
349,25414.32420934498,30.569731809609376,2020-06-20,False
350,18570.172566852776,50.8608615168862,2021-06-26,False
351,23178.761660957127,59.83139345079413,2025-03-30,False
352,20378.657987024642,41.3230902579404,2021-08-27,False
353,21609.761782768008,55.16212164572567,2021-06-08,False
354,54879.47509920548,117.60124595689187,2021-06-13,True
355,27131.764149297313,44.13023759201408,2020-05-17,False
356,49161.070377457276,97.0154603813633,2020-07-07,True
357,28243.06114531533,47.46900610577075,2020-09-24,False
358,42910.682016829574,89.17791761512862,2020-07-21,True
359,21369.28781826341,48.032378669344936,2023-03-28,False
360,53322.37910386529,80.74182243869687,2024-11-10,True
361,16176.844531127748,47.08442947167769,2023-06-21,False
362,26252.152307814067,51.6930049635055,2023-04-03,False
363,19331.982403514463,30.44653613479831,2023-01-26,False
364,29458.8213995731,40.95803802209398,2022-12-17,False
365,15976.985453053883,52.74184025519722,2024-05-30,False
366,28673.09853559637,42.87514346753057,2024-01-27,False
367,24241.700389157388,42.978026221699764,2022-01-29,False
368,33554.24328123185,39.70579940383399,2025-04-20,False
369,21945.795553218588,42.08068004308966,2021-05-28,False
370,23695.05332805996,56.74335296177129,2024-12-31,False
371,29929.25889500753,48.72498321210611,2023-07-07,False
372,23062.09554372215,54.700592649890915,2024-01-14,False
373,33599.922651647015,43.417500545948364,2024-10-30,False
374,17828.672955193004,49.712906065982935,2020-11-23,False
375,33319.440362042355,36.16954017986068,2020-09-03,False
376,59366.59892827622,97.76391144606478,2021-04-05,True
377,25901.525256687517,51.51851909413469,2021-12-08,False
378,27247.16757973631,46.61017140348839,2021-04-29,False
379,33655.98450819681,39.93164883288786,2024-01-30,False
380,23346.706688118342,33.5198609912636,2020-02-19,False
381,27236.931482367138,48.93016374930915,2021-09-11,False
382,22890.195055151784,58.546487469507404,2023-01-03,False
383,33923.17803474886,53.29737448226122,2021-12-11,False
384,18325.865912057532,38.4950103571576,2022-07-30,False
385,31378.859103791612,54.98270323332457,2022-05-08,False
386,24599.65166771115,46.99759270852138,2021-05-20,False
387,23089.295961124702,57.702317717501266,2020-02-28,False
388,42047.74730145608,107.77235461220891,2023-11-05,True
389,21061.6135178785,59.604906396790895,2024-11-08,False
390,14046.761527536586,55.077164949855316,2022-08-03,False
391,25607.30532099773,45.05026501829619,2020-05-16,False
392,25532.46990145046,50.437776827648094,2025-02-14,False
393,26666.664900969983,44.73043182453157,2022-05-16,False
394,29738.26266857552,46.55454335532419,2022-06-22,False
395,31143.582847657497,46.945531065544614,2020-02-22,False
396,30856.86471213101,59.02664480079733,2025-05-04,False
397,21692.714481211875,25.275438639019676,2020-06-29,False
398,58142.87445724413,114.41841206947186,2023-06-08,True
399,23147.151857062265,44.587790591091164,2024-08-30,False
400,26472.84256287582,33.12406913581511,2022-12-25,False
401,29018.871613735962,43.67625905279559,2024-06-24,False
402,19820.190356966803,44.48740758624928,2023-03-31,False
403,24265.559480490047,56.420342938816404,2020-11-08,False
404,22325.76949874208,51.40290037381455,2021-10-19,False
405,21423.798047730197,39.536784719451006,2021-01-10,False
406,28883.231549278218,60.60083371075623,2024-05-28,False
407,25988.537203543976,68.38395568552309,2021-07-15,False
408,14692.972879885476,48.87211513209032,2022-03-26,False
409,25768.40881588452,66.71464823833057,2024-01-24,False
410,24572.22158411945,54.20369567128981,2024-08-23,False
411,42841.90936143671,115.50102483756409,2023-04-15,True
412,29530.27979172595,53.801209495263606,2024-12-04,False
413,17992.904401924934,59.97338287508057,2025-06-16,False
414,33975.91381563009,48.76704412654301,2023-08-18,False
415,18191.81725910094,42.445845201344994,2023-03-08,False
416,33478.0493006462,33.23969584051165,2021-07-16,False
417,21471.22218886401,52.43511301903338,2020-09-30,False
418,30664.631936505175,55.89673634909325,2023-04-09,False
419,24095.12867750924,55.66937321541634,2023-03-16,False
420,29174.94713689293,31.018968341493395,2023-12-20,False
421,24495.793262277126,54.41878581222953,2022-12-12,False
422,23912.353080832254,41.09093529453182,2022-03-18,False
423,29650.51130959634,36.159507119287575,2020-02-19,False
424,20714.326447827294,47.77108018455497,2021-08-30,False
425,52804.55778152151,116.30038057181258,2023-05-20,True
426,19122.70504368566,39.2958997059292,2020-02-20,False
427,26549.76235319748,38.644170070542756,2021-07-04,False
428,18345.060392154515,46.451563535777154,2024-05-20,False
429,18854.144832408412,65.9768858865487,2023-06-08,False
430,24543.866621954545,55.011686540873676,2023-07-08,False
431,23420.180243236508,36.31555942698179,2020-01-31,False
432,32623.783319092312,52.57780000216113,2020-04-22,False
433,53041.27205875445,97.57874455939962,2021-04-29,True
434,18425.60667797794,62.79543296955547,2023-04-25,False
435,21719.51381997179,39.85589413765343,2021-06-07,False
436,22541.382678713755,35.783771262085295,2020-09-19,False
437,26709.85577563223,49.95835128572802,2020-03-18,False
438,25574.5636318574,42.24270627636244,2024-07-21,False
439,28942.924593426498,59.187399321808186,2020-06-20,False
440,23588.426877492457,47.32261728194932,2021-05-21,False
441,17678.152374306777,54.89936252160019,2024-04-04,False
442,26553.952583483828,55.28305826292811,2022-10-05,False
443,25717.029805356524,68.68281803982073,2022-08-07,False
444,30614.84685792868,60.05844700880782,2022-05-31,False
445,22520.601381303404,46.49709546629304,2024-01-03,False
446,26087.827649821975,69.26826797507306,2024-08-22,False
447,20818.30731751856,39.750841814107275,2024-01-19,False
448,21592.985000747503,43.432219343746155,2025-04-30,False
449,31283.752487732916,54.37371567675834,2024-09-12,False
450,24763.546771457324,53.69399845696154,2020-12-20,False
451,25058.681848609678,51.48024987194156,2022-06-09,False
452,28210.837266535178,55.02765617302879,2021-08-28,False
453,17456.842090632126,47.75099914111199,2021-10-28,False
454,17689.447724022924,32.509440370185494,2024-07-10,False
455,55829.65041410158,92.06430866491218,2024-04-05,True
456,27801.172426368896,47.51643927966593,2024-04-11,False
457,35635.02269446498,37.79423281624396,2025-03-17,False
458,56382.24659232432,118.2257262342828,2021-08-22,True
459,29936.63564755226,47.77807294122574,2022-08-04,False
460,18896.327164721868,56.1225060290725,2022-07-12,False
461,23157.3411151455,45.619648917858385,2024-09-03,False
462,27282.490176253228,50.70637555388641,2021-02-19,False
463,45941.24775350321,111.16979780914515,2022-08-06,True
464,24326.71520109629,62.90489472042924,2020-11-20,False
465,46389.16202939357,89.91715299676082,2023-03-12,True
466,29508.097244623725,48.40009523235563,2022-02-18,False
467,12729.54874467933,63.82081707810669,2025-04-01,False
468,27433.508722714912,50.23767369575508,2021-06-13,False
469,25565.403815364287,45.40338169301284,2023-07-16,False
470,25036.753374598495,51.06552757295622,2021-09-09,False
471,23750.07307653245,44.97193978565658,2021-10-10,False
472,56759.05589804731,100.82048424890742,2023-06-05,True
473,25397.885103148048,40.3506154883715,2023-01-23,False
474,25230.906618789446,32.088826082779825,2021-03-26,False
475,24602.020197681504,63.71055979359649,2021-05-03,False
476,33132.1536730443,51.688868407093544,2020-06-08,False
477,45891.81313966193,116.709056205211,2023-12-07,True
478,25277.960732758736,62.067574246043854,2024-06-04,False
479,25709.390213142477,40.31437607739518,2021-11-19,False
480,30360.495489888704,53.64359714319459,2023-11-16,False
481,49315.485081627354,101.60667918260921,2023-02-07,True
482,25479.242673907658,52.26060655338098,2021-08-19,False
483,36872.33141641996,54.75048346520916,2020-11-09,False
484,24842.64314898158,44.34600199171952,2021-04-22,False
485,24579.782940362667,36.7263420544694,2023-12-08,False
486,32761.41454688357,55.24768553754016,2021-03-16,False
487,31798.14136375725,54.676615492658655,2025-03-15,False
488,42162.19970663702,91.65757868372509,2021-10-04,True
489,15014.762816910126,71.2103888539703,2023-03-08,False
490,20130.669231533717,48.37517904785228,2021-09-26,False
491,30955.716863740177,46.78824152293526,2023-02-05,False
492,23642.340416388022,50.0761079391567,2023-03-17,False
493,41260.38947169995,97.76500993182921,2022-06-12,True
494,29843.925171046492,37.70084052398492,2021-05-16,False
495,27515.446266683313,52.05232560354091,2021-07-21,False
496,50271.47074802545,93.73532172927648,2021-01-06,True
497,27444.947653300223,40.841260114604765,2021-11-11,False
498,23206.99392384096,40.43132921718915,2025-04-07,False
499,26417.383020094912,59.0470473191349,2020-09-20,False
500,26687.868667195067,59.26974536794859,2020-08-14,False
501,56435.5946626487,108.31828093079909,2021-01-30,True
502,20061.70835200779,34.65357078062962,2023-07-23,False
503,31072.404326578995,54.57629137562529,2023-05-05,False
504,27416.926569043255,48.74392675983697,2021-03-07,False
505,29120.761817278195,50.74123562487027,2020-11-03,False
506,56777.522833976174,81.87869319843863,2024-03-14,True
507,56226.559125733984,111.38351455975335,2021-10-16,True
508,25275.77278670793,63.663476722307685,2024-03-05,False
509,31212.580619036664,47.179888147434006,2020-10-31,False
510,30193.271436598676,47.72524669629351,2024-05-29,False
511,22012.724645943865,43.61635022861377,2023-01-22,False
512,20782.873659959823,71.44898764503083,2022-08-10,False
513,33609.99552379079,61.80111575406054,2023-05-26,False
514,21589.89092567974,46.4762117493527,2022-04-14,False
515,24667.739381660365,41.92424605823131,2020-06-12,False
516,23078.626602620327,57.49632802271979,2020-09-22,False
