record_date,carbon_emission,GDP,renewable_energy,carbon_price,carbon_trade_vol
2020-01-22,-12.91695852457045,1112962829.4398427,2056.7855643389535,29.195713541660933,2917.4673259474484
2020-01-23,6.578187625929797,1122909807.0194435,2052.175078683601,29.33991510325122,2949.1983175972127
2020-01-24,23.93618185508808,1111428599.630516,2030.858855070472,29.141433916189268,2841.902566207446
2020-01-25,-8.319716573365518,1125523157.27872,2058.6076412686257,29.318661041115867,2911.0776474578124
2020-01-26,-4.208355826580972,1139011983.3001597,2065.499091736344,29.507953593747445,2968.7569448988393
2020-01-27,-9.692985834162144,1131657154.292586,2058.118736984716,29.318324564948252,2875.398115464388
2020-01-28,49.44968887823185,1155812743.0541842,2045.2377797404006,29.756385954941333,3009.642400708905
2020-01-29,21.96191844871268,1150710691.0844839,2052.1667851507395,29.58723631528082,2934.5500284490768
2020-01-30,12.09122058348713,1160040918.6082544,2062.74617910746,29.688938830334077,2963.1064610927915
2020-01-31,-62.48443588717193,1162953167.6535542,2100.616970962041,29.574676694363717,2933.3666927476784
2020-02-01,-17.89137625338834,1197493900.0625184,2104.6194471451745,30.1660685366598,3140.7773123577513
2020-02-02,45.95343296550367,1181748472.14155,2055.098515144152,29.966095083317146,3007.614884748472
2020-02-03,2.8505684571612075,1175831888.4056127,2069.4495134520857,29.75942015311269,2924.4978682768533
2020-02-04,34.02894793875527,1204972593.2186046,2074.306736781089,30.221214161499585,3084.085982789544
2020-02-05,89.29986155095442,1188282475.362483,2027.7366595502897,29.973593385703396,2935.765879597582
2020-02-06,53.08556383557774,1211829561.9524086,2062.9503177115866,30.247111365089147,3049.5150943806507
2020-02-07,5.8415087562549655,1191629580.150772,2068.3379569416925,29.819560260813045,2876.5322790047258
2020-02-08,-24.35136851975822,1205303864.6343126,2092.683185076132,29.949883487872608,2927.163179048614
2020-02-09,-126.48161961815279,1229026421.418243,2163.9313612834617,30.139850584599266,3038.190448676147
2020-02-10,-7.276798604035241,1241576974.7078967,2109.1744408568247,30.480235408059375,3105.639953571969
2020-02-11,-15.134266024713355,1240578694.699723,2109.940922616534,30.416054186248545,3064.4784185925264
2020-02-12,20.58358638275502,1242970246.9831195,2090.608732206569,30.471318137288186,3052.484855514459
2020-02-13,-6.540330585089466,1247017946.1000586,2105.299261491752,30.44977915579316,3039.0359166305348
2020-02-14,-14.915918490864346,1238129781.901351,2100.175191019993,30.26815437942605,2949.3263516240895
2020-02-15,-87.84542021446698,1254486792.0457678,2148.401402347342,30.355583035814462,3004.21998321
2020-02-16,-45.79560165743664,1264025101.645214,2131.2126833642315,30.523244482258743,3036.727867800444
2020-02-17,24.937063041686528,1289738511.9625835,2111.274006606678,30.973777483955534,3176.0339529810776
2020-02-18,86.90660188859715,1286718548.1033113,2073.5727002337535,30.986779309423998,3132.928792639843
2020-02-19,-3.629137469742685,1266215666.4725327,2102.6944320855528,30.501538928041995,2954.818695794862
2020-02-20,17.44500861948906,1299798610.8921938,2114.61531426963,30.98357754918047,3131.5225514019953
2020-02-21,48.78694967807375,1296407322.867218,2093.148299829168,30.94972032115946,3083.999882887932
2020-02-22,-39.268805079236735,1298538026.0785532,2139.064919365269,30.812248423329507,3052.3194431288302
2020-02-23,19.559304370588297,1321590300.2103124,2122.906358299446,31.199519385778878,3171.4975311330545
2020-02-24,-35.81268471383602,1332723382.4326131,2158.8585859730724,31.246315563680742,3202.6634704784065
2020-02-25,44.37786059954426,1337302466.9920385,2117.110232208445,31.402252385162413,3212.3359305098547
2020-02-26,8.716649472750124,1319853044.1485426,2120.6705098461653,31.062554209311923,3067.0959429951167
2020-02-27,16.216898472997737,1333774586.5331535,2124.087313164265,31.22593758978333,3116.538128221277
2020-02-28,-37.89993295004037,1348912121.9255831,2161.5458335136045,31.315427437468568,3165.868545915357
2020-02-29,36.58342015186113,1364199901.6303527,2130.1439118011654,31.602805334652388,3235.848625690067
2020-03-01,105.34367646904298,1351395124.520449,2081.0613488357108,31.4820019663174,3131.4139085350726
2020-03-02,-49.301897181176145,1361653289.8010588,2168.7694107336656,31.350305672494564,3136.9556081776896
2020-03-03,-15.642056985028141,1355740086.4336984,2143.571060043424,31.27663480513087,3071.7160309345063
2020-03-04,12.771584816408676,1360766361.2317047,2129.5514457481117,31.35234701804419,3073.509043502789
2020-03-05,40.60459640561262,1394988444.4801657,2136.5846044275654,31.82578913345261,3248.4740415946844
2020-03-06,-26.82791321420664,1408678093.5032735,2180.4813138099435,31.873736403496306,3288.2993967492926
2020-03-07,-140.34635327051353,1393475748.1814725,2229.243712396155,31.4759724935446,3156.9787607524268
2020-03-08,69.3552823322791,1414889758.7276993,2128.862475247806,32.050959724780355,3283.857232734926
2020-03-09,39.318545835165,1413171401.8094852,2140.7320645678683,31.930094109045935,3230.337480286365
2020-03-10,-85.98715304763508,1405951344.120732,2200.179070437575,31.59303024707345,3132.418560910883
2020-03-11,-29.070628270620748,1427205156.964459,2181.629933260521,31.91845452818614,3229.2910399248494
2020-03-12,79.79269134836572,1451394338.4101477,2136.1073158931454,32.356435438216856,3350.1347084477
2020-03-13,73.6545879812986,1435142420.0453064,2125.882815338307,32.093623065624605,3221.4038728789615
2020-03-14,48.361675665697604,1464879167.7074442,2157.2647184022644,32.404518699827335,3356.9621136458472
2020-03-15,-7.494119183299306,1410617295.10574,2147.7215695666982,31.568403413020725,3004.8050821322286
2020-03-16,5.58600414781673,1466176990.7507555,2176.944177945877,32.287260055843866,3296.70274619863
2020-03-17,-5.194204504712919,1462186869.672524,2177.3140687335817,32.17539891833559,3237.7887646367976
2020-03-18,57.621353164310655,1463664611.4527512,2141.168622895731,32.24299553233184,3219.5668847218126
2020-03-19,-42.52023693119123,1475608325.1696355,2201.3428116756018,32.20626237484739,3241.3199446192357
2020-03-20,-39.07053272719951,1451106053.518739,2180.2857760219454,31.8599107860114,3073.277767879107
2020-03-21,51.96993494962225,1483252268.6417637,2150.3516356565274,32.37904718984277,3238.446543060351
2020-03-22,-0.7913462136228011,1498536406.3825855,2186.6243008791644,32.449523530079276,3283.2210118939856
2020-03-23,70.34569807501688,1520753997.1172328,2160.4732761800965,32.81468857271597,3394.1191655412695
2020-03-24,-32.28935533812978,1495309327.3788712,2198.5232738850586,32.31805496916322,3213.1046245257176
2020-03-25,-1.486417448655085,1496758085.2061906,2180.5396993456047,32.351641120347885,3197.577479241662
2020-03-26,-44.68736827480383,1506670562.6524622,2208.8979111139183,32.38383005302509,3220.8008847609
2020-03-27,1.740848690002416,1534048010.183008,2199.385225300677,32.76515654972625,3352.123576618809
2020-03-28,-72.63328388111883,1531149330.6174371,2236.014614375728,32.578326135649846,3294.665102015358
2020-03-29,-22.974663655670174,1523849471.250338,2201.767324952699,32.531579267707286,3233.7670943985036
2020-03-30,-70.56260191330962,1547014898.824051,2240.078734411314,32.694877796334886,3318.6791670999096
2020-03-31,36.03462048837914,1546932679.705578,2178.8834337108074,32.819564303434525,3303.8278773737147
2020-04-01,37.22976496305322,1566834636.73575,2188.4330160272384,33.0251917346131,3382.4704342032837
2020-04-02,-85.22947672643691,1547339310.5525794,2240.5994362004567,32.5556281256555,3225.1073839035516
2020-04-03,68.24785674120275,1558352211.9320273,2161.625586881437,32.901689386751684,3284.0890618459935
2020-04-04,126.18743714668354,1564089294.735548,2130.629124479883,33.015995327687904,3291.2260853796884
2020-04-05,3.583436706203122,1553278047.8901012,2188.867855242842,32.65865460082489,3185.350733044669
2020-04-06,-30.72123279419565,1587330969.1405418,2226.8919324120493,32.97555764191043,3333.0525445902854
2020-04-07,142.73496068561604,1591960233.9608836,2132.1431295791426,33.273572937291505,3360.7324972702786
2020-04-08,-64.53873965939265,1592682694.6650393,2245.5921135455483,32.93800098800908,3310.065408650222
2020-04-09,2.4620071900129874,1595346257.3631635,2207.6129560708905,33.03089297444179,3303.470665485368
2020-04-10,10.253906323760052,1582678181.6107638,2192.9432469281232,32.85256053038418,3207.637713623767
2020-04-11,68.55135096489735,1603658413.426061,2172.048057157197,33.165568818380706,3304.556668889538
2020-04-12,19.41856085224632,1610063282.8053727,2201.336845467987,33.13710936630824,3306.9880742158302
2020-04-13,-23.381462241451082,1609241755.63482,2221.7466555128776,33.01586590244757,3264.4450387104544
2020-04-14,-45.97204677386815,1624456638.5969157,2242.055485110058,33.13454429825354,3318.9583387665716
2020-04-15,-15.750130841091583,1640636719.3670697,2232.30407414321,33.32046270458917,3375.5115407975163
2020-04-16,-48.83032350865936,1670254786.2422,2267.0059726155696,33.58148140915381,3502.1626045350704
2020-04-17,4.0107243974676905,1648058926.2456605,2221.5939182124794,33.36928052076874,3365.117256262059
2020-04-18,-26.757542668230066,1654826050.7528386,2240.7977598180732,33.367262279413055,3370.547231542847
2020-04-19,-73.10292986453419,1655386690.816086,2264.463774373107,33.261700643205415,3337.7468883444258
2020-04-20,64.10503463116493,1630194050.4320338,2171.228603371404,33.15361543704718,3203.809484357774
2020-04-21,-23.23842101315146,1666741292.6613352,2239.643782420866,33.40613076244568,3355.5001988364215
2020-04-22,-61.81633257155007,1673717085.3069055,2263.190432683187,33.39066143250458,3359.845728866112
2020-04-23,-6.713886751750098,1719242048.369759,2257.7120052287187,33.96063323910178,3581.409250199342
2020-04-24,4.990070806872707,1680159429.3574605,2225.7234799483813,33.50147407934234,3353.9956110590606
2020-04-25,-85.8454603159866,1693489745.6168883,2282.509118852616,33.4803823125167,3385.2671027875563
2020-04-26,18.254428974777436,1692977191.4731526,2222.091731789093,33.60487269305247,3375.072318769311
2020-04-27,-50.922668675866085,1678385385.7687442,2250.2949732527154,33.307399694786376,3269.2802718814987
2020-04-28,87.04255604862945,1720979002.447978,2197.2912582843155,33.98684361748361,3493.9693871451295
2020-04-29,27.814524043774494,1719383450.8840816,2227.687361030686,33.84468917478844,3452.8192037732792
2020-04-30,-18.348912423719415,1727154063.1105206,2254.9789712878965,33.80417308040176,3451.442457179499
2020-05-01,-35.57870749833722,1703736591.0841572,2248.4847099551816,33.47794310960731,3303.632962582713
2020-05-02,-3.7777497723903615,1748757090.9674776,2254.873222673721,33.989850445419336,3512.3247824200976
2020-05-03,32.27583710186209,1705190384.28789,2207.681651851414,33.53569304863873,3276.1190302328364
2020-05-04,0.37858682637737573,1744515339.7339547,2246.234453518377,33.88597808700079,3446.0201715793255
2020-05-05,-9.412655532377961,1778245435.9568722,2268.7075419692383,34.19689288430415,3588.064329141127
2020-05-06,4.4334695033328675,1726553350.1222682,2229.974120991105,33.63519851652279,3313.809570524192
2020-05-07,-28.70286343761829,1739627279.5805998,2253.6024250534047,33.68467028964527,3347.5151677496883
2020-05-08,-15.647982482091258,1756670024.753949,2253.8225906209373,33.85154695758152,3409.5031126481886
2020-05-09,-102.54414223614395,1751453257.778085,2297.2414678807436,33.620921388926305,3345.5756778789305
2020-05-10,50.30036392101145,1738240103.5496483,2202.096309815365,33.679250472591995,3280.317999034968
2020-05-11,16.611225578957967,1771355755.4272337,2237.7705533746685,33.95297088142048,3417.690768954592
2020-05-12,-36.92441961431217,1756587219.2489939,2257.1873997939615,33.67254459650035,3312.9061876662868
2020-05-13,96.50282047089713,1788895601.5364544,2198.2808014060556,34.19021781122057,3469.4646353349626
2020-05-14,6.049151708985963,1768413389.2297497,2236.015045254561,33.801046952099526,3335.30864125654
2020-05-15,-50.19587308484415,1816771071.449444,2293.199098031712,34.19856993198091,3544.5989593904733
2020-05-16,44.56984555407652,1779404967.034231,2217.125585814385,33.919311668044735,3356.3116464395
2020-05-17,21.401828736880617,1793280000.336004,2235.3356875424724,33.9861715042425,3394.543165283067
2020-05-18,21.527181032427546,1817194637.9221795,2247.174966993811,34.21703238567308,3495.843138717664
2020-05-19,-19.782897880727827,1783555091.2264855,2250.563052415849,33.77837641399032,3312.08093305755
2020-05-20,24.09450027488532,1814186405.2590957,2241.064388316533,34.13779530617548,3447.5338869901016
2020-05-21,-11.3393324234902,1838216372.98993,2272.4195787236567,34.30078041728367,3538.6128008781875
2020-05-22,29.3697479531875,1789671158.5241818,2220.9536596692537,33.82332755739232,3290.9132300767706
2020-05-23,-93.5639582050955,1826375091.9967241,2308.578654598539,33.98394962639615,3429.2753311910324
2020-05-24,-20.06547587401846,1831668746.7866445,2268.3763701179205,34.124917856822144,3448.6406350007487
2020-05-25,87.85913770212731,1846526984.3460712,2213.0400782329248,34.404245158203054,3512.9745685715434
2020-05-26,-36.82078110256843,1812289028.4294436,2263.6457745895746,33.836344356633376,3317.6012030963193
2020-05-27,-28.719507616537992,1813998398.839899,2258.689026106707,33.8433023904187,3312.6139368938157
2020-05-28,-20.805764869488566,1851544415.991964,2273.17665507092,34.21527157324999,3475.9526259090767
2020-05-29,-59.084909901464165,1849891253.5537791,2292.9217876844464,34.12178223671102,3451.0543067719377
2020-05-30,-108.86964599014188,1852669615.22686,2320.9363189959176,34.04367452193477,3440.042358578772
2020-05-31,-9.909747124887968,1859527199.0495622,2266.338765753878,34.22487733795318,3464.926146707513
2020-06-01,8.4158565659234,1844195028.8139462,2246.0544001275807,34.06611223098583,3378.470756774246
2020-06-02,-1.1119241212166144,1864904061.5465167,2260.8364861774207,34.2316436842367,3457.8008868228885
2020-06-03,-5.531071076225706,1868581930.4905088,2264.2170514381414,34.24286046351767,3463.152671259988
2020-06-04,3.9620180536083582,1852832973.1318142,2249.0391922871795,34.07236750857365,3376.821077725808
2020-06-05,52.72344155531524,1904462789.402632,2247.285149415147,34.64469827810843,3613.503505318038
2020-06-06,-7.792349928728467,1881287085.8134482,2268.0026307622916,34.290337214875954,3480.520656779868
2020-06-07,-26.973929768758335,1854550715.0578358,2262.284363902743,33.94857878851757,3332.0753981801763
2020-06-08,-12.383200447277039,1892902346.2967768,2272.7920464230156,34.326438365584934,3496.8957123556547
2020-06-09,30.720448267667937,1864575503.1135774,2232.3351993256365,34.08743121351926,3360.5766140920296
2020-06-10,72.2784078823136,1901117692.8530114,2226.386116536479,34.49044664074039,3522.6489081500126
2020-06-11,-29.68482948010203,1911760446.233637,2288.0316200884936,34.40377243345339,3539.6579565330526
2020-06-12,6.452056765106277,1878256541.0698311,2247.836760859455,34.086359695777915,3371.16209920337
2020-06-13,18.716124028354187,1916410066.8949032,2258.754189446018,34.44610948969233,3530.5134136360525
2020-06-14,-47.85011460082636,1908018631.2514207,2290.9917267585965,34.23826018217325,3471.329524819064
2020-06-15,2.570065763898045,1918095120.2122898,2266.5674834543283,34.39551774005296,3515.5984527566625
2020-06-16,-71.58823057740655,1940665309.9234369,2319.557114897229,34.48335924009404,3599.294372826838
2020-06-17,-86.55837078796506,1902121195.014992,2306.1809406693696,34.05285935141872,3407.50146150322
2020-06-18,20.013278709065606,1895564563.4298565,2240.94194679025,34.12202003466346,3379.4338969858645
2020-06-19,-17.486198014039157,1896445757.1537073,2260.632585973671,34.03618524682711,3361.69424326813
2020-06-20,11.980165470214644,1900378446.3740034,2244.7071609604113,34.09432221599141,3372.4969389610424
2020-06-21,0.9136281917484897,1916765583.2485468,2258.2215149340823,34.21498286077162,3435.3603173967645
2020-06-22,-47.053670499786705,1927438780.7872708,2289.41812100677,34.216467140686696,3464.3986424584114
2020-06-23,-0.4127159654496353,1927964199.9203687,2262.2485335713923,34.273882738763746,3465.741141888953
2020-06-24,-59.76501097569132,1942754895.0055497,2301.2372414509323,34.28163963516932,3504.6273114396167
2020-06-25,71.26720853135046,1928016368.8411248,2218.7895429596942,34.327787141907514,3452.95654380489
2020-06-26,-66.04565184385109,1958461400.491467,2310.7786053710815,34.38160235728765,3558.2638491177418
2020-06-27,-8.09714006161394,1928982941.19292,2260.409492426703,34.140801789117106,3415.1967116488972
2020-06-28,-50.13716297801079,1989665150.9407377,2314.0990812337423,34.63606915830137,3673.017947251183
2020-06-29,30.35332648279088,1950397021.9039257,2247.0675063658837,34.35823699135383,3498.5653833253023
2020-06-30,-15.000801125730964,1923440640.9773834,2257.5783956547134,33.99887009307024,3360.5069005610694
2020-07-01,-24.064820367875328,1921171218.682876,2260.2262823790998,33.9369939357529,3339.813887767917
2020-07-02,44.4113894014425,1954345184.5193982,2236.8136342532543,34.33166087604977,3486.026281662805
2020-07-03,3.0507499711489716,1940668351.5296645,2252.813822966573,34.12474324970599,3416.543054704633
2020-07-04,27.61760011462303,1962075572.7166421,2247.925804521893,34.33284899135002,3502.2131817346676
2020-07-05,-47.33656014268434,1957971872.8392038,2287.5285420179107,34.16082859837796,3468.1802745165255
2020-07-06,-68.33967576723252,1948820317.8781018,2293.4476407349184,34.014915955695244,3415.9968739690257
2020-07-07,6.9874349303569705,1935108131.3869643,2242.8484164257407,33.97580900018242,3359.0632505949307
2020-07-08,-14.084802774974596,1924301895.955894,2247.5509656949735,33.80572301654343,3296.811304556373
2020-07-09,33.09487577899403,1945220786.718132,2231.286622847037,34.07167592492661,3396.01906084165
2020-07-10,-2.395760383636929,1972646111.295515,2263.8214364340656,34.2526217289321,3503.9943162585846
2020-07-11,12.205869805278954,1963157263.7899973,2248.6780445328413,34.14184351166881,3448.5190939604067
2020-07-12,-79.42275383451982,1934989543.8397856,2284.9480184148692,33.70946869006946,3305.8282814291165
2020-07-13,96.10743970239433,1964158817.5843458,2199.973400051025,34.24080352562032,3455.6496798192957
2020-07-14,-6.45196362200133,1969093094.260421,2259.3571686295027,34.10789287018884,3456.916690937419
2020-07-15,36.76988200755709,1945851005.5724933,2221.859803853183,33.92094487446657,3351.2464677856474
2020-07-16,-40.11071952841472,1967365970.411431,2274.8639826853846,33.984310326457106,3428.6136624691126
2020-07-17,17.049148026111162,1966110378.3559597,2241.142532379862,34.041391539641246,3427.7861582520554
2020-07-18,-63.53675614450207,1944120040.2252023,2273.6697766169154,33.67291873763462,3309.3143679566733
2020-07-19,24.301958346078848,1976060959.2434633,2238.8196856100826,34.080211774503674,3452.3101269915214
2020-07-20,-15.904923565507726,1980922178.2919374,2262.8580522268353,34.040598826939615,3462.2701607588983
2020-07-21,3.241783414733905,1992852345.4326077,2256.633013963503,34.15404061335433,3509.7454093233014
2020-07-22,36.58301642672467,1992102010.2703815,2236.8525224238065,34.184516733018405,3510.839977403954
2020-07-23,-60.00694399112059,1944310646.3649228,2265.9874781625817,33.555293050042266,3281.9804892882844
2020-07-24,-32.531304352692985,1954059429.6584723,2254.376773309994,33.664738851657425,3322.5046961752287
2020-07-25,24.8270065330732,1984638155.0872872,2236.033228773607,34.01300226640461,3456.386831341531
2020-07-26,106.6357885729438,1985613904.476646,2189.2869815948484,34.12289970959853,3467.4138790605866
2020-07-27,-4.922794459804457,1986039484.0824418,2251.2774225206367,33.93080200248671,3448.097138229512
2020-07-28,31.399408003631876,2054077405.3948042,2263.212957058679,34.603535046373366,3749.1132987543606
2020-07-29,-3.68752853803566,1987293376.5755913,2249.589913744988,33.90612720928595,3449.425932636754
2020-07-30,99.06831451708703,1999569366.816896,2196.581898543876,34.15486901259034,3513.506914771959
2020-07-31,-85.57948758712097,1997145532.2512448,2297.870266483722,33.8122857209384,3466.095043899319
2020-08-01,6.60659844816959,1991164646.0091136,2242.173605302585,33.87893885849275,3452.201826507323
2020-08-02,-79.31162234006743,1972003501.0231545,2279.6961228094556,33.54108949351814,3352.555694053135
2020-08-03,-123.71348414923634,1993857349.252655,2314.700255846347,33.65508982016432,3436.8365653534684
2020-08-04,16.48185972286387,1963481830.8940063,2219.8832595621284,33.561941268796595,3323.650430612449
2020-08-05,8.838739935072304,1974226467.6720657,2228.6063629556747,33.63061797487563,3366.7818432667605
2020-08-06,-12.553752169915622,1971232728.912575,2237.1551234051994,33.52845723266367,3339.819715741948
2020-08-07,-3.6507092430917347,1982404111.8371038,2236.9537174025145,33.62815091982862,3388.178146458776
2020-08-08,156.5525178859113,2026986230.831946,2168.0058371289974,34.28065715910575,3607.9699679566825
2020-08-09,-11.345445352731872,1943524530.8837237,2219.8313011115306,33.20100814677141,3214.8200711016416
2020-08-10,27.41070019280367,1994436980.8712788,2222.7959000265823,33.72362926234115,3438.8674050586515
2020-08-11,-30.856673678229154,1948957856.9538393,2231.2556280724157,33.172901201209136,3229.154147115622
2020-08-12,16.52257937361863,1970748366.9563506,2215.412648065882,33.43974871347749,3331.9337772227864
2020-08-13,-10.066792949126706,2002748734.5939152,2244.851831983467,33.671043845635346,3460.900257387934
2020-08-14,-18.769322216314013,1983358593.9884481,2238.4172500380823,33.438672216657174,3368.025182648488
2020-08-15,92.52370842198349,1960193692.7239716,2164.2762823053936,33.370219474898384,3284.2722071590124
2020-08-16,60.73974949357121,1965611731.633096,2184.4342702246063,33.36497631989341,3308.1403647911698
2020-08-17,8.436567087488909,1993803072.062112,2226.3160014943473,33.523679233721325,3418.1421847951624
2020-08-18,-113.33911056550357,1965066678.572811,2278.652340954282,33.04118345771965,3275.2176129915415
2020-08-19,-16.108711080064612,1984088753.3453667,2233.2246483037707,33.34652194030239,3369.015258387648
2020-08-20,136.90568853448266,1978765695.8861284,2145.4460228289436,33.526163861351364,3375.477776236855
2020-08-21,-9.750293563288364,1965354507.5054593,2218.8126302062456,33.13944867317889,3290.154934707075
2020-08-22,56.969268694870614,2019652446.2986174,2208.3645405240336,33.748187359099674,3540.5897183858706
2020-08-23,73.84360738424903,1989524124.2449005,2183.0003059703645,33.460608109123456,3408.6309235497415
2020-08-24,12.841444731506659,1936857464.5055249,2189.2934347448877,32.83341748562389,3168.941136669022
2020-08-25,-40.15417211859087,1978888220.0726702,2239.585253187135,33.14410099522131,3346.6324974516983
2020-08-26,-120.06484292559787,1961307306.9887128,2273.9665360706513,32.83155181907016,3259.053708428694
2020-08-27,36.04606911596075,1991203582.4747865,2201.6665835416884,33.3339417576542,3410.4756115209416
2020-08-28,-38.80822862689924,1958197398.6109788,2225.457225753333,32.877190126697236,3254.8788942525603
2020-08-29,10.76390613518576,1971342680.8838964,2203.7303561442236,33.05468396884084,3317.551433099304
2020-08-30,-60.70140315685993,1984508848.4555871,2248.2983411392406,33.032992112480294,3356.7072116842132
2020-08-31,-11.489903187031025,1989718789.7177296,2223.472316201895,33.14934350519379,3392.5744929378866
2020-09-01,3.354288186176376,1949584754.0602646,2193.399506752199,32.750978950918054,3215.503961992605
2020-09-02,15.379374983133125,1965866411.5310652,2194.217426530424,32.90504730034478,3288.0183192262175
2020-09-03,-54.115785714294084,1961617796.3514,2229.8256986617744,32.7413354986886,3262.462708044941
2020-09-04,61.637424320713436,1956270263.8731868,2163.1928029661267,32.85730849112872,3262.1046537596694
2020-09-05,-28.12900916133268,2003163965.4985332,2235.609389029963,33.147933999433114,3452.574659733384
2020-09-06,-82.03243884881879,1975965059.074504,2250.370270900177,32.77602012517423,3324.0690864678204
2020-09-07,-3.7399748583156947,1942347721.5722516,2189.278990549542,32.55087374637894,3191.935288025652
2020-09-08,3.703702693347498,1985416547.0654871,2205.715020296849,32.946076616515704,3375.306194843848
2020-09-09,9.657419131140236,2007350184.1510532,2213.176021469692,33.15368222904016,3477.0082912643916
2020-09-10,69.92395369077147,1984620408.2837865,2167.788796874271,33.009464833390766,3389.364749167023
2020-09-11,-10.244376396139987,1932685301.773599,2185.1372113459606,32.36946604738426,3157.323775903203
2020-09-12,-4.3589846584185015,1952086204.8774066,2190.9998777037354,32.54422391809866,3242.2361563356612
2020-09-13,-53.39560900977391,1986242874.5930648,2234.259762201303,32.76969237930707,3380.36752258672
2020-09-14,42.78318928225587,1946047727.6594083,2160.419448768823,32.51216425249524,3224.3857390096714
2020-09-15,10.889565279156571,1965477434.3583176,2188.0069726436086,32.65018772941821,3313.829585993469
2020-09-16,-19.299785082985178,1971062413.1441855,2206.565420270144,32.634652669214525,3334.0410880250497
2020-09-17,-93.65039468943026,1937059897.9580028,2228.614232358341,32.16483812841294,3175.8661707027313
2020-09-18,73.90156553520599,1953137263.360912,2144.606075147854,32.55663003514248,3271.2952339196213
2020-09-19,-59.504844338318144,1891806879.3720827,2183.832208677761,31.714257848418058,2983.5287069079477
2020-09-20,-27.653013750753427,1932254600.9643996,2187.6690009103327,32.152120573363106,3168.266257883241
2020-09-21,19.604872673192062,1946591122.56018,2168.3408570136094,32.339410246251106,3236.972796340362
2020-09-22,-58.06623362413227,1927060929.1622477,2199.184863872537,31.998064871189733,3138.7428911636075
2020-09-23,-72.73054436467977,1980758487.2460303,2235.076490511801,32.48963857346528,3375.4910312639317
2020-09-24,-104.65894956579962,1920068620.5900154,2219.775003327328,31.826474854415853,3110.266260523072
2020-09-25,37.91405513921889,1937570271.1270576,2151.1269097121117,32.20157704899786,3211.022631301258
2020-09-26,-25.33205827746321,1947362599.2289486,2189.8304986780613,32.17953904429563,3245.892793306837
2020-09-27,147.9771708513678,1972057876.2034807,2106.845567633573,32.663592376440896,3380.8025977086327
2020-09-28,-48.12431967766239,1914518364.8821578,2183.5904860706382,31.780874424507562,3105.4169197729293
2020-09-29,-44.12484151237467,1963121615.3739731,2206.3133964819745,32.24741959631881,3319.8479213163746
2020-09-30,-26.509659010427843,1939365215.6543117,2183.70340988275,32.02243488307779,3222.296484653149
2020-10-01,13.696681258632713,1918127887.0148323,2150.631297889398,31.862659026072205,3142.5236986954224
2020-10-02,-21.854898577077336,1943883786.4204109,2182.927623641795,32.04875029053809,3254.1131997183743
2020-10-03,32.34139878771022,1937988673.3824823,2149.5195737558047,32.04889026253573,3237.105352752723
2020-10-04,-47.126979906917065,1920386296.3132453,2183.0720640946256,31.741091006886272,3154.9793569550848
2020-10-05,-67.25023621488104,1932482276.2694235,2199.3166900001447,31.803741291983968,3204.1658651248367
2020-10-06,-87.98976320546718,1922734407.9150803,2204.4475031929546,31.651804523570917,3159.8678839978534
2020-10-07,-109.52398184388412,1929705225.2756257,2219.7424376674253,31.67964547264489,3194.497789025214
